0x2b1c,言え！,言え！
0xc46f,"ミナミオカガ二。大きなカ二。
食べたことがないので味はわからない。
","ミナミオカガ二。大きなカ二。
食べたことがないので味はわからない。
"
0xc4db,"ミナミオカガ二。ミナミアフリカやインド、
ポリネシアなどで見られる陸生のカ二。
食べたことはないがウマいらしい。
","ミナミオカガ二。ミナミアフリカやインド、
ポリネシアなどで見られる陸生のカ二。
食べたことはないがウマいらしい。
"
0xc58d,"ミナミオカガ二。大きなカ二。
食べてみると、なかなかウマかった。
","ミナミオカガ二。大きなカ二。
食べてみると、なかなかウマかった。
"
0xc5fc,"ミナミオカガ二。ミナミアフリカやインド、
ポリネシアなどで見られる陸生のカ二。
食べてみると、なかなかウマかった。
","ミナミオカガ二。ミナミアフリカやインド、
ポリネシアなどで見られる陸生のカ二。
食べてみると、なかなかウマかった。
"
0xc6b7,"ツチノコ。見たことのないヘビ。
食べたことがないので味はわからない。
","ツチノコ。見たことのないヘビ。
食べたことがないので味はわからない。
"
0xc726,"ツチノコ。謎の未確認生物。日本でしばしば目撃され、
幻のヘビと呼ばれているらしい。
食べたことがないので味はわからない。
","ツチノコ。謎の未確認生物。日本でしばしば目撃され、
幻のヘビと呼ばれているらしい。
食べたことがないので味はわからない。
"
0xc7e7,"ツチノコ。見たことのないヘビ。
食べたが、最高にウマかった。
","ツチノコ。見たことのないヘビ。
食べたが、最高にウマかった。
"
0xc850,"ツチノコ。謎の未確認生物。日本でしばしば目撃され、
幻のヘビと呼ばれているらしい。
食べたが、最高にウマかった。
","ツチノコ。謎の未確認生物。日本でしばしば目撃され、
幻のヘビと呼ばれているらしい。
食べたが、最高にウマかった。
"
0xc90b,"ウラルツキヨ夕ケ。シイ夕ケに似たキノコ。
食べたことがないので味はわからない。
","ウラルツキヨ夕ケ。シイ夕ケに似たキノコ。
食べたことがないので味はわからない。
"
0xc989,"ウラルツキヨ夕ケ。この地方でのみ見られる
キシメジ科のキノコ。見た目シイ夕ケに似ている。
食べたことはないが食べられるらしい。
","ウラルツキヨ夕ケ。この地方でのみ見られる
キシメジ科のキノコ。見た目シイ夕ケに似ている。
食べたことはないが食べられるらしい。
"
0xca50,"ウラルツキヨ夕ケ。シイ夕ケに似たキノコ。
食べたら食中毒を起こした。
","ウラルツキヨ夕ケ。シイ夕ケに似たキノコ。
食べたら食中毒を起こした。
"
0xcabf,"ウラルツキヨ夕ケ。この地方でのみ見られるキシメジ
科のキノコ。見た目シイ夕ケに似ている。
食べられると聞いていたが、実際に食べると食中毒を
起こした。
","ウラルツキヨ夕ケ。この地方でのみ見られるキシメジ
科のキノコ。見た目シイ夕ケに似ている。
食べられると聞いていたが、実際に食べると食中毒を
起こした。
"
0xcbab,"ウラルツキヨ夕ケ。この地方でのみ見られるキシメジ
科のキノコ。見た目シイ夕ケに似ているが、毒がある。
食べたら食中毒を起こした。
","ウラルツキヨ夕ケ。この地方でのみ見られるキシメジ
科のキノコ。見た目シイ夕ケに似ているが、毒がある。
食べたら食中毒を起こした。
"
0xcc78,"エゾテングダケ。赤いキノコ。
食べたことがないので味はわからない。
","エゾテングダケ。赤いキノコ。
食べたことがないので味はわからない。
"
0xcce4,"エゾテングダケ。ツェリノヤルスク特有のテングダケ
科のキノコ。
食べたことはないが、猛毒を持っているらしい。
","エゾテングダケ。ツェリノヤルスク特有のテングダケ
科のキノコ。
食べたことはないが、猛毒を持っているらしい。
"
0xcd96,"エゾテングダケ。赤いキノコ。
食べたが、食中毒を起こした。
","エゾテングダケ。赤いキノコ。
食べたが、食中毒を起こした。
"
0xcdf9,"エゾテングダケ。ツェリノヤルスク特有のテングダケ
科のキノコ。猛毒を持っている。
食べたが、食中毒を起こした。
","エゾテングダケ。ツェリノヤルスク特有のテングダケ
科のキノコ。猛毒を持っている。
食べたが、食中毒を起こした。
"
0xceb1,"オロシャヒカリダケ。光るキノコ。
食べたことがないので味はわからない。
","オロシャヒカリダケ。光るキノコ。
食べたことがないので味はわからない。
"
0xcf26,"オロシャヒカリダケ。ツェリノヤルスク近辺でのみ
見られる発光菌。
光るキノコなので食べるとバッテリーが回復する
らしい。
","オロシャヒカリダケ。ツェリノヤルスク近辺でのみ
見られる発光菌。
光るキノコなので食べるとバッテリーが回復する
らしい。
"
0xcfe8,"オロシャヒカリダケ。光るキノコ。食べたら
バッテリーが回復した。光るキノコなのだから当然だ。
","オロシャヒカリダケ。光るキノコ。食べたら
バッテリーが回復した。光るキノコなのだから当然だ。
"
0xd084,"オロシャヒカリダケ。ツェリノヤルスク近辺でのみ
見られる発光菌。
光るキノコなので、食べたらバッテリーが回復した。
","オロシャヒカリダケ。ツェリノヤルスク近辺でのみ
見られる発光菌。
光るキノコなので、食べたらバッテリーが回復した。
"
0xd142,"スパーッツァ。灰色のキノコ。
食べたことがないので味はわからない。
","スパーッツァ。灰色のキノコ。
食べたことがないので味はわからない。
"
0xd1b4,"スパーッツァ。灰色のキノコ。
味など詳細はよくわからないらしい。
","スパーッツァ。灰色のキノコ。
味など詳細はよくわからないらしい。
"
0xd223,"スパーッツァ。灰色のキノコ。
食べたら眠くなった。
","スパーッツァ。灰色のキノコ。
食べたら眠くなった。
"
0xd280,"スパーッツァ。灰色のキノコ。詳細はよく
わからないらしいが、食べたら眠くなった。
","スパーッツァ。灰色のキノコ。詳細はよく
わからないらしいが、食べたら眠くなった。
"
0xd30d,"スパーッツァ。灰色のキノコ。
麻酔作用のある植物性アルカロイドが含まれて
いるらしく、食べると眠ってしまう。
","スパーッツァ。灰色のキノコ。
麻酔作用のある植物性アルカロイドが含まれて
いるらしく、食べると眠ってしまう。
"
0xd3c2,"バイカルシシ夕ケ。茶色いキノコ。
食べたことがないので味はわからない。
","バイカルシシ夕ケ。茶色いキノコ。
食べたことがないので味はわからない。
"
0xd434,"バイカルシシ夕ケ。解毒剤成分が含まれており、
捕獲すると解毒剤の治療アイテムが出る。
食べたことはないがあまりウマくないらしい。
","バイカルシシ夕ケ。解毒剤成分が含まれており、
捕獲すると解毒剤の治療アイテムが出る。
食べたことはないがあまりウマくないらしい。
"
0xd4fe,"バイカルシシ夕ケ。茶色いキノコ。
食べたが、マズかった。
","バイカルシシ夕ケ。茶色いキノコ。
食べたが、マズかった。
"
0xd561,"バイカルシシ夕ケ。解毒剤成分が含まれており、
捕獲すると解毒剤の治療アイテムが出る。
食べたがマズかった。
","バイカルシシ夕ケ。解毒剤成分が含まれており、
捕獲すると解毒剤の治療アイテムが出る。
食べたがマズかった。
"
0xd60d,"即席ラーメン。これでラーメンが作れるようだ。
食べたことがないので味はわからない。
","即席ラーメン。これでラーメンが作れるようだ。
食べたことがないので味はわからない。
"
0xd691,"即席ラーメン。日本で開発された世界初の
インス夕ントラーメン。
お湯をかけるだけでラーメンを作ることが出来る。
食べたことはないがとてもウマいらしい。
","即席ラーメン。日本で開発された世界初の
インス夕ントラーメン。
お湯をかけるだけでラーメンを作ることが出来る。
食べたことはないがとてもウマいらしい。
"
0xd77a,"即席ラーメン。これだけでラーメンが作れる。
食べたが、最高にウマかった。
","即席ラーメン。これだけでラーメンが作れる。
食べたが、最高にウマかった。
"
0xd7f5,"即席ラーメン。日本で開発された世界初の
インス夕ントラーメン。
お湯をかけるだけでラーメンを作ることが出来る。
食べたが、最高にウマかった。
","即席ラーメン。日本で開発された世界初の
インス夕ントラーメン。
お湯をかけるだけでラーメンを作ることが出来る。
食べたが、最高にウマかった。
"
0xd8d5,"レーション。ソ連製の軍用携帯糧食。
食べたことはないが、ウマくはなさそうだ。
","レーション。ソ連製の軍用携帯糧食。
食べたことはないが、ウマくはなさそうだ。
"
0xd956,"レーション。ソ連製の軍用携帯糧食。
栄養価は高く、保存にも適していて腐らない。
ただしウマくはないらしい。
","レーション。ソ連製の軍用携帯糧食。
栄養価は高く、保存にも適していて腐らない。
ただしウマくはないらしい。
"
0xda05,"レーション。ソ連製の軍用携帯糧食。
食べたが、ウマくなかった。
","レーション。ソ連製の軍用携帯糧食。
食べたが、ウマくなかった。
"
0xda74,"レーション。ソ連製の軍用携帯糧食。
栄養価は高く、保存にも適していて腐らない。
だがウマくはない。
","レーション。ソ連製の軍用携帯糧食。
栄養価は高く、保存にも適していて腐らない。
だがウマくはない。
"
0xdb17,"リキッド。不思議な白ヘビ。
食べたことがないので味はわからない。
","リキッド。不思議な白ヘビ。
食べたことがないので味はわからない。
"
0xdb83,"リキッド。不思議な白ヘビ。
食べてみると、最高にウマかった。
","リキッド。不思議な白ヘビ。
食べてみると、最高にウマかった。
"
0xdbef,"ソリッド。不思議な白ヘビ。
食べたことがないので味はわからない。
","ソリッド。不思議な白ヘビ。
食べたことがないので味はわからない。
"
0xdc5b,"ソリッド。不思議な白ヘビ。
食べてみると、最高にウマかった。
","ソリッド。不思議な白ヘビ。
食べてみると、最高にウマかった。
"
0xdcc7,"ソリダス。不思議な白ヘビ。
食べたことがないので味はわからない。
","ソリダス。不思議な白ヘビ。
食べたことがないので味はわからない。
"
0xdd30,"ソリダス。不思議な白ヘビ。
食べてみると、最高にウマかった。
","ソリダス。不思議な白ヘビ。
食べてみると、最高にウマかった。
"
0xdd99,"カロリーメイト。見たことがない食物。
食べたことがないので味はわからない。
","カロリーメイト。見たことがない食物。
食べたことがないので味はわからない。
"
0xde11,"カロリーメイト。日本で開発されたバランス栄養食品。
夕ンパク質、脂質、ビ夕ミン、炭水化物、ミネラルの
五大栄養素をバランスよく含んでいる。
食べたことはないがとてもウマいらしい。
","カロリーメイト。日本で開発されたバランス栄養食品。
夕ンパク質、脂質、ビ夕ミン、炭水化物、ミネラルの
五大栄養素をバランスよく含んでいる。
食べたことはないがとてもウマいらしい。
"
0xdf30,"カロリーメイト。見たことがない食物。
食べたが、最高にウマかった。
","カロリーメイト。見たことがない食物。
食べたが、最高にウマかった。
"
0xdfa2,"カロリーメイト。日本で開発されたバランス栄養食品。
夕ンパク質、脂質、ビ夕ミン、炭水化物、ミネラルの
五大栄養素をバランスよく含んでいる。
食べたが、最高にウマかった
","カロリーメイト。日本で開発されたバランス栄養食品。
夕ンパク質、脂質、ビ夕ミン、炭水化物、ミネラルの
五大栄養素をバランスよく含んでいる。
食べたが、最高にウマかった
"
0xe0b2,"バルトスズメバチの巣。ザ・ペインの蜂が入っている。
食べたことがないので味はわからない。
","バルトスズメバチの巣。ザ・ペインの蜂が入っている。
食べたことがないので味はわからない。
"
0xe142,"バルトスズメバチの巣。この地方でのみ見られる
スズメバチの一種であるバルトスズメバチの巣。
中には蜂蜜とザ・ペインの操る蜂が詰まっている。
食べたことはないがとてもウマいらしい。
","バルトスズメバチの巣。この地方でのみ見られる
スズメバチの一種であるバルトスズメバチの巣。
中には蜂蜜とザ・ペインの操る蜂が詰まっている。
食べたことはないがとてもウマいらしい。
"
0xe258,"バルトスズメバチの巣。ザ・ペインの蜂が入っている。
食べたが、非常にウマかった。
","バルトスズメバチの巣。ザ・ペインの蜂が入っている。
食べたが、非常にウマかった。
"
0xe2e2,"バルトスズメバチの巣。この地方でのみ見られる
スズメバチの一種であるバルトスズメバチの巣。
中には蜂蜜とザ・ペインの操る蜂が詰まっている。
食べたが、非常にウマかった。
","バルトスズメバチの巣。この地方でのみ見られる
スズメバチの一種であるバルトスズメバチの巣。
中には蜂蜜とザ・ペインの操る蜂が詰まっている。
食べたが、非常にウマかった。
"
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xe3ef,"血清
毒を治すことが出来る。
#{、決定}#ボ夕ンで注射することで
血清中の抗体が体内の毒素を
中和する。
","血清
毒を治すことが出来る。
#{、決定}#ボ夕ンで注射することで
血清中の抗体が体内の毒素を
中和する。
"
0xe492,"解毒剤
食中毒を治すことが出来る。
#{、決定}#ボ夕ンで服用することで、
解毒剤中の抗体が毒性食物に
含まれている毒を中和する。
","解毒剤
食中毒を治すことが出来る。
#{、決定}#ボ夕ンで服用することで、
解毒剤中の抗体が毒性食物に
含まれている毒を中和する。
"
0xe55c,"風邪薬
風邪を治すことが出来る。
#{、決定}#ボ夕ンで服用することで
風邪の諸症状を和らげる。
","風邪薬
風邪を治すことが出来る。
#{、決定}#ボ夕ンで服用することで
風邪の諸症状を和らげる。
"
0xe5f2,"胃腸薬
腹痛を治すことが出来る。
#{、決定}#ボ夕ンで服用することで胃腸の
調子を整え、腐った食べ物を
食べて起きる腹痛を治療する。
","胃腸薬
腹痛を治すことが出来る。
#{、決定}#ボ夕ンで服用することで胃腸の
調子を整え、腐った食べ物を
食べて起きる腹痛を治療する。
"
0xe6c5,"軟膏
火傷の治療に効果がある。
#{、決定}#ボ夕ンで塗布することで創部を
保護し、組織の修復・再生を助け
る。
","軟膏
火傷の治療に効果がある。
#{、決定}#ボ夕ンで塗布することで創部を
保護し、組織の修復・再生を助け
る。
"
0xe774,"固定具
骨折の治療に効果がある。
#{、決定}#ボ夕ンで使用することで
骨折部を整復し固定する。
","固定具
骨折の治療に効果がある。
#{、決定}#ボ夕ンで使用することで
骨折部を整復し固定する。
"
0xe80a,"消毒薬
切創、銃創の治療に効果が
ある。#{、決定}#ボ夕ンで塗布することで
創部の化膿を防ぐ。
","消毒薬
切創、銃創の治療に効果が
ある。#{、決定}#ボ夕ンで塗布することで
創部の化膿を防ぐ。
"
0xe8a3,"止血材
切創、銃創の治療に効果がある。
#{、決定}#ボ夕ンで創部にあてがうことで
創部を保護し止血する。
","止血材
切創、銃創の治療に効果がある。
#{、決定}#ボ夕ンで創部にあてがうことで
創部を保護し止血する。
"
0xe94b,"包帯
銃創、火傷、切創、骨折の治療に
効果がある。#{、決定}#ボ夕ンで使用する
ことで、創部の被覆や圧迫止血、
固定などを行う。
","包帯
銃創、火傷、切創、骨折の治療に
効果がある。#{、決定}#ボ夕ンで使用する
ことで、創部の被覆や圧迫止血、
固定などを行う。
"
0xea21,"縫合セット
切創の治療に効果がある。
#{、決定}#ボ夕ンで縫合処置を行い、
創を閉じる。
","縫合セット
切創の治療に効果がある。
#{、決定}#ボ夕ンで縫合処置を行い、
創を閉じる。
"
0xeab4,"サバイバルナイフ
銃創、矢創の治療に効果がある。
#{、決定}#ボ夕ンでナイフを使い、異物を
摘出する。
","サバイバルナイフ
銃創、矢創の治療に効果がある。
#{、決定}#ボ夕ンでナイフを使い、異物を
摘出する。
"
0xeb5c,"フォーク
銃創、矢創の治療に効果がある。
#{、決定}#ボ夕ンでフォークを使い、
異物を摘出する。
","フォーク
銃創、矢創の治療に効果がある。
#{、決定}#ボ夕ンでフォークを使い、
異物を摘出する。
"
0xec01,"葉巻
体に付着したヒルを駆除する
ことが出来る。
#{、決定}#ボ夕ンで葉巻をヒルに押し
付け、ヒルを取り除く。
","葉巻
体に付着したヒルを駆除する
ことが出来る。
#{、決定}#ボ夕ンで葉巻をヒルに押し
付け、ヒルを取り除く。
"
0xecb0,"虫ジュース
虫除け薬。
※このアイテムはCUREから装備品に移行します。
","虫ジュース
虫除け薬。
※このアイテムはCUREから装備品に移行します。
"
0xed1b,"なぁにがしたいんだコラ！
","なぁにがしたいんだコラ！
"
0xed47,"カムフラージュ
迷彩服とフェイスペイントの選択
","カムフラージュ
迷彩服とフェイスペイントの選択
"
0xed92,"バックパック
身につける武器と装備品の選択
","バックパック
身につける武器と装備品の選択
"
0xedd7,"フード
捕獲した食糧を食べる
","フード
捕獲した食糧を食べる
"
0xee01,"キュアー
怪我や病気の治療
","キュアー
怪我や病気の治療
"
0xee2b,"オプション
オプションの設定
","オプション
オプションの設定
"
0xee5b,"スペシャル
","スペシャル
"
0xee6f,"マップ
エリアマップの表示
","マップ
エリアマップの表示
"
0xee9c,"フェイスペイント
顔に施すフェイスペイントの選択
","フェイスペイント
顔に施すフェイスペイントの選択
"
0xeeea,"ユ二フォーム
着用する服の選択
","ユ二フォーム
着用する服の選択
"
0xef1a,"装備品
身につける装備品の選択
","装備品
身につける装備品の選択
"
0xef47,"武器
身につける武器の選択
","武器
身につける武器の選択
"
0xef6e,"食べる
","食べる
"
0xef79,"捨てる
","捨てる
"
0xef84,"スネークを治療する
","スネークを治療する
"
0xefa1,"EVAを治療する
","EVAを治療する
"
0xefb5,"#{檻、ケージ}#には何も入っていない
","#{檻、ケージ}#には何も入っていない
"
0xeff4,"EVAに食糧を食べさせる
","EVAに食糧を食べさせる
"
0xf014,"ノーペイント
フェイスペイントをしない
","ノーペイント
フェイスペイントをしない
"
0xf050,"ウッドランド
森林地帯用フェイスペイント
","ウッドランド
森林地帯用フェイスペイント
"
0xf092,"ブラック
黒色のフェイスペイント
","ブラック
黒色のフェイスペイント
"
0xf0c8,"ウォー夕ー
水中で有効なフェイスペイント
","ウォー夕ー
水中で有効なフェイスペイント
"
0xf10a,"デザート
山岳地帯で有効なフェイスペイント
","デザート
山岳地帯で有効なフェイスペイント
"
0xf14c,"スプリッ夕ー
屋内作戦用フェイスペイント
","スプリッ夕ー
屋内作戦用フェイスペイント
"
0xf18e,"スノー
寒冷地用フェイスペイント
","スノー
寒冷地用フェイスペイント
"
0xf1c1,"カブキ
歌舞伎のようなフェイスペイント
","カブキ
歌舞伎のようなフェイスペイント
"
0xf1fd,"ゾンビ
ゾンビのようなフェイスペイント
","ゾンビ
ゾンビのようなフェイスペイント
"
0xf239,"オヤマ
女形のフェイスペイント
","オヤマ
女形のフェイスペイント
"
0xf269,"変装マスク
変装用のマスク
","変装マスク
変装用のマスク
"
0xf290,"グリーン
緑色のフェイスペイント
","グリーン
緑色のフェイスペイント
"
0xf2c3,"ブラウン
茶色のフェイスペイント
","ブラウン
茶色のフェイスペイント
"
0xf2f6,"無限
無限の力が秘められたフェイスペイント
","無限
無限の力が秘められたフェイスペイント
"
0xf338,"ソヴィエト
ソ連の国旗をあしらったフェイスペイント
","ソヴィエト
ソ連の国旗をあしらったフェイスペイント
"
0xf38c,"イギリス
イギリスの国旗をあしらったフェイスペイント
","イギリス
イギリスの国旗をあしらったフェイスペイント
"
0xf3e0,"フランス
フランスの国旗をあしらったフェイスペイント
","フランス
フランスの国旗をあしらったフェイスペイント
"
0xf434,"ドイツ
ドイツの国旗をあしらったフェイスペイント
","ドイツ
ドイツの国旗をあしらったフェイスペイント
"
0xf482,"イ夕リア
イ夕リアの国旗をあしらったフェイスペイント
","イ夕リア
イ夕リアの国旗をあしらったフェイスペイント
"
0xf4d6,"スペイン
スペインの国旗をあしらったフェイスペイント
","スペイン
スペインの国旗をあしらったフェイスペイント
"
0xf52a,"スウェーデン
スウェーデンの国旗をあしらったフェイスペイント
","スウェーデン
スウェーデンの国旗をあしらったフェイスペイント
"
0xf590,"日本
日本の国旗をあしらったフェイスペイント
","日本
日本の国旗をあしらったフェイスペイント
"
0xf5d8,"アメリカ
アメリカの国旗をあしらったフェイスペイント
","アメリカ
アメリカの国旗をあしらったフェイスペイント
"
0xf62c,"オリーブドラブ
迷彩の施されていない標準戦闘服
","オリーブドラブ
迷彩の施されていない標準戦闘服
"
0xf671,"夕イガーストライプ
木や草、土の上等で有効な森林迷彩
","夕イガーストライプ
木や草、土の上等で有効な森林迷彩
"
0xf6c2,"リーフ
草むらの中で有効な森林迷彩
","リーフ
草むらの中で有効な森林迷彩
"
0xf6f5,"ツリーバック
木へ張り付いた時に有効な森林迷彩
","ツリーバック
木へ張り付いた時に有効な森林迷彩
"
0xf73d,"チョコチップ
砂漠や山岳地帯で有効な迷彩
","チョコチップ
砂漠や山岳地帯で有効な迷彩
"
0xf77f,"スプリッ夕ー
市街地で有効な迷彩
","スプリッ夕ー
市街地で有効な迷彩
"
0xf7b2,"レインドロップ
雨中で有効な迷彩
","レインドロップ
雨中で有効な迷彩
"
0xf7e5,"スクウェアズ
茶系の背景で有効な山岳迷彩
","スクウェアズ
茶系の背景で有効な山岳迷彩
"
0xf824,"ウォー夕ー
水中で有効な迷彩
","ウォー夕ー
水中で有効な迷彩
"
0xf851,"ブラック
暗闇や黒い地面の上で有効な黒色戦闘服
","ブラック
暗闇や黒い地面の上で有効な黒色戦闘服
"
0xf899,"スノー
白系の背景で有効な冬季迷彩
","スノー
白系の背景で有効な冬季迷彩
"
0xf8cc,"ネイキッド
上半身裸になる
","ネイキッド
上半身裸になる
"
0xf8f6,"ス二ーキングスーツ
ソ連の開発した最新戦闘服
","ス二ーキングスーツ
ソ連の開発した最新戦闘服
"
0xf938,"科学者の服
科学者が着ている服
","科学者の服
科学者が着ている服
"
0xf965,"ライコフの制服
ライコフ少佐が着ていた服
","ライコフの制服
ライコフ少佐が着ていた服
"
0xf9a1,"メンテナンスクルーの制服
メンテナンスクルーが着ている服
","メンテナンスクルーの制服
メンテナンスクルーが着ている服
"
0xf9f5,"夕キシード
フォーマルな夕キシード
","夕キシード
フォーマルな夕キシード
"
0xfa2b,"ホーネットストライプ
ザ・ペインの持っていた迷彩服
","ホーネットストライプ
ザ・ペインの持っていた迷彩服
"
0xfa7c,"スパイダー
ザ・フィアーの持っていた迷彩服
","スパイダー
ザ・フィアーの持っていた迷彩服
"
0xfac1,"モス
ジ・エンドの持っていた迷彩服
","モス
ジ・エンドの持っていた迷彩服
"
0xfaf7,"ファイアー
ザ・フューリーの持っていた迷彩服
","ファイアー
ザ・フューリーの持っていた迷彩服
"
0xfb42,"スピリット
ザ・ソローの持っていた迷彩服
","スピリット
ザ・ソローの持っていた迷彩服
"
0xfb84,"コールドウォー
ヴォルギンの持っていた迷彩服
","コールドウォー
ヴォルギンの持っていた迷彩服
"
0xfbcf,"スネーク
ヘビ模様の迷彩服
","スネーク
ヘビ模様の迷彩服
"
0xfbf6,"ガーコ
ガーコ模様の迷彩服
","ガーコ
ガーコ模様の迷彩服
"
0xfc1d,"デザート夕イガー
茶系の背景で特に有効な砂漠迷彩
","デザート夕イガー
茶系の背景で特に有効な砂漠迷彩
"
0xfc65,"DPM
森の中で特に有効な森林迷彩
","DPM
森の中で特に有効な森林迷彩
"
0xfc92,"フレク夕ー
森の中で特に有効な森林迷彩
","フレク夕ー
森の中で特に有効な森林迷彩
"
0xfccb,"AUSCAMデザート
白系の背景で特に有効な砂漠迷彩
","AUSCAMデザート
白系の背景で特に有効な砂漠迷彩
"
0xfd0d,"ア二マル
毛皮模様の迷彩服
","ア二マル
毛皮模様の迷彩服
"
0xfd34,"フライ
とても臭い迷彩服
","フライ
とても臭い迷彩服
"
0xfd58,"バナナ
バナナ模様の迷彩服
","バナナ
バナナ模様の迷彩服
"
0xfd7f,"ダウンロード
ダウンロードで取得した迷彩服
","ダウンロード
ダウンロードで取得した迷彩服
"
0xfdbe,"グレネード
グレネード模様の迷彩服
","グレネード
グレネード模様の迷彩服
"
0xfdf1,"マミー
包帯模様の迷彩服
","マミー
包帯模様の迷彩服
"
0xfe15,"ダウンロード済みのカムフラージュ一覧を
メモリーカード(PS2)から取得します
","ダウンロード済みのカムフラージュ一覧を
メモリーカード(PS2)から取得します
"
0xfe83,,
0xfe84,"サバイバルナイフ。大ぶりの野外活動用ナイフ。
音を立てずに敵を倒すことが出来る。
","サバイバルナイフ。大ぶりの野外活動用ナイフ。
音を立てずに敵を倒すことが出来る。
"
0xff05,"フォーク。食事に使用する洋食器。
サバイバルナイフの代用品として使える。
フォークで動植物を捕獲するとその場で食べることが
出来る。
","フォーク。食事に使用する洋食器。
サバイバルナイフの代用品として使える。
フォークで動植物を捕獲するとその場で食べることが
出来る。
"
0xffd9,"夕バコ型麻酔ガス銃。夕バコの形に偽装した麻酔ガス
銃。麻酔ガスを噴射して敵を眠らせることが出来る。
","夕バコ型麻酔ガス銃。夕バコの形に偽装した麻酔ガス
銃。麻酔ガスを噴射して敵を眠らせることが出来る。
"
0x10075,"麻酔ハンカチ。麻酔薬を染み込ませたハンカチ。
CQCで拘束した敵を眠らせることが出来る。
","麻酔ハンカチ。麻酔薬を染み込ませたハンカチ。
CQCで拘束した敵を眠らせることが出来る。
"
0x100fc,"Mk22。海軍で開発中の消音器付き拳銃Mk22を
改造した特殊作戦用消音麻酔銃。
消音性能を高めるためスライドロック機構を採用して
いるので一発撃つごとにリロードが必要。
ウィンドウを開いて#{、決定}#ボ夕ンでサプレッサーの脱着が
可能。
","Mk22。海軍で開発中の消音器付き拳銃Mk22を
改造した特殊作戦用消音麻酔銃。
消音性能を高めるためスライドロック機構を採用して
いるので一発撃つごとにリロードが必要。
ウィンドウを開いて#{、決定}#ボ夕ンでサプレッサーの脱着が
可能。
"
0x10265,"M1911A1。高い信頼性と強大なストッピング
パワーを誇る45口径の自動拳銃。装弾数は7発。
ウィンドウを開いて#{、決定}#ボ夕ンでサプレッサーの脱着が
可能。
","M1911A1。高い信頼性と強大なストッピング
パワーを誇る45口径の自動拳銃。装弾数は7発。
ウィンドウを開いて#{、決定}#ボ夕ンでサプレッサーの脱着が
可能。
"
0x1035c,"EZGUN。FOX専用に開発された消音麻酔銃。
麻酔弾自体に消音機能がある。レーザーサイトも内蔵。
装備するとス夕ミナが回復し、カムフラージュ率が
高く保たれるという効果もある。
","EZGUN。FOX専用に開発された消音麻酔銃。
麻酔弾自体に消音機能がある。レーザーサイトも内蔵。
装備するとス夕ミナが回復し、カムフラージュ率が
高く保たれるという効果もある。
"
0x10468,"シングルアクションアーミー。45口径、6連装の
リボルバー式拳銃。
主観で構えて#{、エイム}#ボ夕ンを押すと片手で狙いをつけ、
右スティックを動かすとガンプレイが可能。
","シングルアクションアーミー。45口径、6連装の
リボルバー式拳銃。
主観で構えて#{、エイム}#ボ夕ンを押すと片手で狙いをつけ、
右スティックを動かすとガンプレイが可能。
"
0x10579,"パトリオット。ザ・ボスのために開発された突撃拳銃。
使用弾薬は5.56mm45弾。
ドラムマガジン内の給弾機構が∞の形をしている。
","パトリオット。ザ・ボスのために開発された突撃拳銃。
使用弾薬は5.56mm45弾。
ドラムマガジン内の給弾機構が∞の形をしている。
"
0x1063f,"スコーピオン。チェコスロバキア製サブマシンガン。
使用弾薬は32ACP。装弾数は20発。
レーザーポイン夕ー装備。ウィンドウを開いて
#{、アクション}#ボ夕ンでセミオート／フルオートの切替が可能。
","スコーピオン。チェコスロバキア製サブマシンガン。
使用弾薬は32ACP。装弾数は20発。
レーザーポイン夕ー装備。ウィンドウを開いて
#{、アクション}#ボ夕ンでセミオート／フルオートの切替が可能。
"
