0x1d44,SINGLE ACTION ARMY,SINGLE ACTION ARMY
0x5c1a,"立ちよりしゃがみ、しゃがみよりホフク姿勢の
ほうが、射撃時の手ブレが少なく、より正確な
射撃ができる。
","立ちよりしゃがみ、しゃがみよりホフク姿勢の
ほうが、射撃時の手ブレが少なく、より正確な
射撃ができる。
"
0x5cc3,"END
","END
"
0x5cc8,"ビハインド飛び出し撃ち
","ビハインド飛び出し撃ち
"
0x5ceb,"ビハインドカメラからハンドガンなど特定の
武器を装備して武器ボ夕ンを押すと、左右に
飛び出して射撃を行う。角を利用して敵と
銃撃戦になった場合などに有効。
","ビハインドカメラからハンドガンなど特定の
武器を装備して武器ボ夕ンを押すと、左右に
飛び出して射撃を行う。角を利用して敵と
銃撃戦になった場合などに有効。
"
0x5dda,"END
","END
"
0x5ddf,"主観モード時アクション
","主観モード時アクション
"
0x5e05,"主観モード中に、ボ夕ン、ボ夕ンを
押すと左右に平行移動する。物陰などから
周囲をうかがうのに有効。
","主観モード中に、ボ夕ン、ボ夕ンを
押すと左右に平行移動する。物陰などから
周囲をうかがうのに有効。
"
0x5ea8,"ドア横で行うと、ドアを押し開けて
覗き見ることができる。
さらにボ夕ン十ボ夕ン同時押しだと、
上に伸び上がって周囲をうかがうことも可能。
","ドア横で行うと、ドアを押し開けて
覗き見ることができる。
さらにボ夕ン十ボ夕ン同時押しだと、
上に伸び上がって周囲をうかがうことも可能。
"
0x5f85,"END
","END
"
0x5f8a,"片手エルード撃ち
","片手エルード撃ち
"
0x5fa4,"エルード状態で、ハンドガンなど特定武器を
所持していれば、ボ夕ンで射撃が可能。
","エルード状態で、ハンドガンなど特定武器を
所持していれば、ボ夕ンで射撃が可能。
"
0x6025,"END
","END
"
0x602a,"ひきずり
","ひきずり
"
0x6038,"武器を装備せず、倒れた敵兵の近くでボ夕ン
を押し続けると、敵兵の体を抱え上げる。
その状態で移動すれば、ひきずって移動させる
ことが可能。
","武器を装備せず、倒れた敵兵の近くでボ夕ン
を押し続けると、敵兵の体を抱え上げる。
その状態で移動すれば、ひきずって移動させる
ことが可能。
"
0x6118,"抱え上げた状態からその体を離すと敵兵の体
から、何らかのアイテムが転がり出る場合も
ある。
","抱え上げた状態からその体を離すと敵兵の体
から、何らかのアイテムが転がり出る場合も
ある。
"
0x61a3,"END
","END
"
0x61a8,"銃座/対空砲
","銃座/対空砲
"
0x61ba,"ステージに設置されている銃座や対空砲は、
その近くでボ夕ンを押せば、使用する
ことが可能。
","ステージに設置されている銃座や対空砲は、
その近くでボ夕ンを押せば、使用する
ことが可能。
"
0x624b,"END
","END
"
0x6250,"物音を立てる
","物音を立てる
"
0x6264,"壁などに張り付いてボ夕ンを押せば、壁を
叩いて敵兵をおびき寄せることができる。
うまく裏をかけば無用な戦闘を避け、潜入する
ことができる。
","壁などに張り付いてボ夕ンを押せば、壁を
叩いて敵兵をおびき寄せることができる。
うまく裏をかけば無用な戦闘を避け、潜入する
ことができる。
"
0x633e,"END
","END
"
0x6343,"右スティック
","右スティック
"
0x635d,"俯瞰画面でゲーム中、右スティックでカメラの
向きをスライド可能。そのままボ夕ンを
押しこむことでスライドをロックできる。
","俯瞰画面でゲーム中、右スティックでカメラの
向きをスライド可能。そのままボ夕ンを
押しこむことでスライドをロックできる。
"
0x6424,"進行方向を注意しながら移動する場合などに
有効。もう一度ボ夕ンを押しこむか、
動かすと解除。
","進行方向を注意しながら移動する場合などに
有効。もう一度ボ夕ンを押しこむか、
動かすと解除。
"
0x64b8,"END
","END
"
0x64bd,"武装解除
","武装解除
"
0x64cb,"敵兵の右手を撃つと持っている武器を落とさせる
ことができる。また無線機を装備した敵兵の
無線機のみを破壊することが可能。
","敵兵の右手を撃つと持っている武器を落とさせる
ことができる。また無線機を装備した敵兵の
無線機のみを破壊することが可能。
"
0x6586,"無線機が壊されていれば、仲間への応援要請の
連絡を防ぐことができる。
","無線機が壊されていれば、仲間への応援要請の
連絡を防ぐことができる。
"
0x65f2,"END
","END
"
0x65f7,"ホールドアップ
","ホールドアップ
"
0x6611,"至近距離で敵の背後から銃を突きつけると、
敵をホールドアップさせられる。
","至近距離で敵の背後から銃を突きつけると、
敵をホールドアップさせられる。
"
0x6686,"END
","END
"
0x668b,"メモリーカード(PS2)にセーブする
カムフラージュデー夕を選んでください。
","メモリーカード(PS2)にセーブする
カムフラージュデー夕を選んでください。
"
0x66f9,"このカムフラージュデー夕を
メモリーカード(PS2)にセーブしますか？
","このカムフラージュデー夕を
メモリーカード(PS2)にセーブしますか？
"
0x675e,"カムフラージュデー夕をセーブする
メモリーカードスロットを選んでください。
","カムフラージュデー夕をセーブする
メモリーカードスロットを選んでください。
"
0x67d6,"カムフラージュデー夕のセーブをキャンセル
しますか？
","カムフラージュデー夕のセーブをキャンセル
しますか？
"
0x682d,"メモリーカード(PS2)をチェックしています。
","メモリーカード(PS2)をチェックしています。
"
0x6873,"メモリーカード(PS2)のチェック中にエラーが
発生しました。
","メモリーカード(PS2)のチェック中にエラーが
発生しました。
"
0x68cf,"メモリーカード(PS2)に既に同じカムフラージュ
デー夕が存在します。
カムフラージュデー夕を上書きセーブしますか？
","メモリーカード(PS2)に既に同じカムフラージュ
デー夕が存在します。
カムフラージュデー夕を上書きセーブしますか？
"
0x697d,"メモリーカード(PS2)にカムフラージュデー夕を
新規セーブしますか？
","メモリーカード(PS2)にカムフラージュデー夕を
新規セーブしますか？
"
0x69e2,"メモリーカード(PS2)はフォーマットされていま
せん。メモリーカード(PS2)をフォーマットして
カムフラージュデー夕をセーブしますか？
","メモリーカード(PS2)はフォーマットされていま
せん。メモリーカード(PS2)をフォーマットして
カムフラージュデー夕をセーブしますか？
"
0x6ab0,"メモリーカード(PS2)をフォーマットしていま
す。メモリーカード(PS2)の抜き差し、本体の
電源OFFやリセットは行わないで下さい。
","メモリーカード(PS2)をフォーマットしていま
す。メモリーカード(PS2)の抜き差し、本体の
電源OFFやリセットは行わないで下さい。
"
0x6b72,"フォーマット中にエラーが発生しました。
フォーマットをリトライしますか？
","フォーマット中にエラーが発生しました。
フォーマットをリトライしますか？
"
0x6bf0,"メモリーカード(PS2)にセーブしています。
メモリーカード(PS2)の抜き差し、本体の
電源OFFやリセットは行わないで下さい。
","メモリーカード(PS2)にセーブしています。
メモリーカード(PS2)の抜き差し、本体の
電源OFFやリセットは行わないで下さい。
"
0x6ca3,"メモリーカード(PS2)へのカムフラージュ
デー夕のセーブ中にエラーが発生しました。
セーブをリトライしますか？
","メモリーカード(PS2)へのカムフラージュ
デー夕のセーブ中にエラーが発生しました。
セーブをリトライしますか？
"
0x6d48,"カムフラージュデー夕をセーブするための
メモリーカード(PS2)をセットしてください。
","カムフラージュデー夕をセーブするための
メモリーカード(PS2)をセットしてください。
"
0x6dc8,"カムフラージュデー夕のダウンロードを
終了しますか？
","カムフラージュデー夕のダウンロードを
終了しますか？
"
0x6e1c,"カムフラージュデー夕のセーブが正常終了
しました。
カムフラージュダウンロードを終了しますか？
","カムフラージュデー夕のセーブが正常終了
しました。
カムフラージュダウンロードを終了しますか？
"
0x6eb3,"メモリーカード(PS2)の空き容量が足りません。
カムフラージュデー夕の保存には、
%dキロバイト以上の空き容量が必要です。
","メモリーカード(PS2)の空き容量が足りません。
カムフラージュデー夕の保存には、
%dキロバイト以上の空き容量が必要です。
"
0x6f69,"カムフラージュデー夕の保存には
メモリーカード(PS2)に%dキロバイト以上の
空き容量が必要です。継続してよろしいですか？
","カムフラージュデー夕の保存には
メモリーカード(PS2)に%dキロバイト以上の
空き容量が必要です。継続してよろしいですか？
"
0x701c,"メモリーカード(PS2)が刺さっていません。
メモリーカード(PS2)をセットしてください。
セーブをリトライしますか？
","メモリーカード(PS2)が刺さっていません。
メモリーカード(PS2)をセットしてください。
セーブをリトライしますか？
"
0x70c9,"※デバッグ用です
メモリーカードスロット1を強制的に
アンフォーマットします。いいかい？
","※デバッグ用です
メモリーカードスロット1を強制的に
アンフォーマットします。いいかい？
"
