0x20c4,SINGLE ACTION ARMY,SINGLE ACTION ARMY
0x4812,"Un'arma si ricarica automaticamente se è
stata rimossa, quindi usa questa tecnica per
ricaricare nel mezzo della battaglia.
","Un'arma si ricarica automaticamente se è
stata rimossa, quindi usa questa tecnica per
ricaricare nel mezzo della battaglia.
"
0x4890,"END
","END
"
0x4895,"Colpo CQC
","Colpo CQC
"
0x48a0,"Inclina la levetta analogica sinistra e tieni
premuto il tasto  da vicino a un soldato
nemico e mentre equipaggi un'arma CQC
per scaraventare il nemico.
","Inclina la levetta analogica sinistra e tieni
premuto il tasto  da vicino a un soldato
nemico e mentre equipaggi un'arma CQC
per scaraventare il nemico.
"
0x493d,"Il nemico verrà lanciato e cadrà privo di
sensi.
","Il nemico verrà lanciato e cadrà privo di
sensi.
"
0x4971,"END
","END
"
0x4976,"CQC (morsa)
","CQC (morsa)
"
0x4983,"Tieni premuto il tasto  da vicino a un
soldato nemico e mentre equipaggi un'arma
CQC per stringere il nemico in una morsa.
","Tieni premuto il tasto  da vicino a un
soldato nemico e mentre equipaggi un'arma
CQC per stringere il nemico in una morsa.
"
0x4a02,"Da questa mossa sono disponibili altre
opzioni.
","Da questa mossa sono disponibili altre
opzioni.
"
0x4a33,"END
","END
"
0x4a38,"CQC (minacciare)
","CQC (minacciare)
"
0x4a4a,"Tieni premuto il tasto  mentre stringi
un soldato nemico in una morsa per
minacciarlo con un coltello ed estorcergli
delle informazioni.
","Tieni premuto il tasto  mentre stringi
un soldato nemico in una morsa per
minacciarlo con un coltello ed estorcergli
delle informazioni.
"
0x4ad7,"END
","END
"
0x4adc,"CQC (sgozzamento)
","CQC (sgozzamento)
"
0x4aef,"Premi a fondo il tasto  mentre stringi il
nemico in una morsa per tagliargli la gola.
","Premi a fondo il tasto  mentre stringi il
nemico in una morsa per tagliargli la gola.
"
0x4b49,"END
","END
"
0x4b4e,"CQC (scudo umano)
","CQC (scudo umano)
"
0x4b61,"Premi rapidamente il tasto  dopo avere
afferrato il nemico in una morsa per usarlo
come scudo umano, lasciandoti libero per
sparare.
","Premi rapidamente il tasto  dopo avere
afferrato il nemico in una morsa per usarlo
come scudo umano, lasciandoti libero per
sparare.
"
0x4bea,"END
","END
"
0x4bef,"CQC (lancio/blocco)
","CQC (lancio/blocco)
"
0x4c04,"Tieni premuta la levetta analogica sinistra e
premi il tasto  mentre stringi il nemico in
una morsa per lanciarlo.
","Tieni premuta la levetta analogica sinistra e
premi il tasto  mentre stringi il nemico in
una morsa per lanciarlo.
"
0x4c7b,"Se punti l'arma addosso al soldato nemico
dopo averlo lanciato, puoi bloccarlo
minacciandolo.
","Se punti l'arma addosso al soldato nemico
dopo averlo lanciato, puoi bloccarlo
minacciandolo.
"
0x4cda,"END
","END
"
0x4cdf,"Visuale Angolare
","Visuale Angolare
"
0x4cf1,"Continua a tenere premuta la levetta
analogica sinistra nella direzione agli angoli
di corridoi o contro tronchi d'albero per
appiattirti su di essi e accedere a una
","Continua a tenere premuta la levetta
analogica sinistra nella direzione agli angoli
di corridoi o contro tronchi d'albero per
appiattirti su di essi e accedere a una
"
0x4d98,"visuale angolare all'indietro. Premi il tasto 
o  per sbirciare, rispettivamente, a sinistra
o a destra.
","visuale angolare all'indietro. Premi il tasto 
o  per sbirciare, rispettivamente, a sinistra
o a destra.
"
0x4e08,"Puoi usare anche la levetta analogica
destra per cambiare la visuale e ottenere
un'immagine più chiara dell'ambiente che
ti circonda.
","Puoi usare anche la levetta analogica
destra per cambiare la visuale e ottenere
un'immagine più chiara dell'ambiente che
ti circonda.
"
0x4e90,"END
","END
"
0x4e95,"Fare fuoco con precisione
","Fare fuoco con precisione
"
0x4eb0,"Più sei in posizione bassa, meno ti
tremeranno le mani e maggiore sarà
la tua precisione di tiro.
","Più sei in posizione bassa, meno ti
tremeranno le mani e maggiore sarà
la tua precisione di tiro.
"
0x4f15,"Accovacciarsi è meglio che stare in piedi,
ma la migliore posizione per sparare è da
stesi a terra.
","Accovacciarsi è meglio che stare in piedi,
ma la migliore posizione per sparare è da
stesi a terra.
"
0x4f7c,"END
","END
"
0x4f81,"Sparare saltando
","Sparare saltando
"
0x4f93,"In visuale Angolare, con certe armi, come
la pistola, è possibile sparare saltando a
destra o sinistra con il tasto Armi.
","In visuale Angolare, con certe armi, come
la pistola, è possibile sparare saltando a
destra o sinistra con il tasto Armi.
"
0x500f,"Questa tecnica è utile nel mezzo di
sparatorie con i soldati nemici.
","Questa tecnica è utile nel mezzo di
sparatorie con i soldati nemici.
"
0x5056,"END
","END
"
0x505b,"Azioni in visuale Soggettiva
","Azioni in visuale Soggettiva
"
0x5079,"Premi il tasto  o  in visuale Soggettiva
per spostarti lateralmente a sinistra o
destra.
","Premi il tasto  o  in visuale Soggettiva
per spostarti lateralmente a sinistra o
destra.
"
0x50d9,"Questo è utile solo per tastare il terreno
quando c'è qualcosa per ripararsi
appiattendosi.
","Questo è utile solo per tastare il terreno
quando c'è qualcosa per ripararsi
appiattendosi.
"
0x5138,"Esegui questa azione davanti a una porta
per aprirla leggermente e sbirciare da lì.
","Esegui questa azione davanti a una porta
per aprirla leggermente e sbirciare da lì.
"
0x518e,"Puoi anche premere contemporaneamente
il tasto  e il tasto  per metterti in
punta di piedi e controllare la zona
circostante.
","Puoi anche premere contemporaneamente
il tasto  e il tasto  per metterti in
punta di piedi e controllare la zona
circostante.
"
0x5213,"END
","END
"
0x5218,"Sparare in sospensione
","Sparare in sospensione
"
0x5230,"Mentre sei sospeso, premi il tasto  con
alcune armi come la pistola per fare fuoco
con una sola mano.
","Mentre sei sospeso, premi il tasto  con
alcune armi come la pistola per fare fuoco
con una sola mano.
"
0x529a,"END
","END
"
0x529f,"Trascinare
","Trascinare
"
0x52ab,"Premi il tasto  accanto a un nemico
atterrato mentre sei disarmato per
raccoglierne il corpo.
","Premi il tasto  accanto a un nemico
atterrato mentre sei disarmato per
raccoglierne il corpo.
"
0x530d,"Se ti muovi mentre sorreggi il corpo, puoi
trascinarlo con te. Ci sono casi in cui degli
oggetti cadranno dal soldato nemico se lasci
cadere il corpo.
","Se ti muovi mentre sorreggi il corpo, puoi
trascinarlo con te. Ci sono casi in cui degli
oggetti cadranno dal soldato nemico se lasci
cadere il corpo.
"
0x53a5,"END
","END
"
0x53aa,"Armi pesanti del nemico
","Armi pesanti del nemico
"
0x53c3,"Premi il tasto  accanto alle postazioni
armate o ai cannoni antiaereo per balzare
dentro e iniziare a usarli.
","Premi il tasto  accanto alle postazioni
armate o ai cannoni antiaereo per balzare
dentro e iniziare a usarli.
"
0x5435,"END
","END
"
0x543a,"Fare rumore
","Fare rumore
"
0x5447,"Premi il tasto  mentre sei addossato a
un muro per bussarci sopra e attirare
l'attenzione del nemico.
","Premi il tasto  mentre sei addossato a
un muro per bussarci sopra e attirare
l'attenzione del nemico.
"
0x54b1,"Se distrai un nemico, a volte puoi cavartela
e infiltrarti evitando il combattimento.
","Se distrai un nemico, a volte puoi cavartela
e infiltrarti evitando il combattimento.
"
0x5508,"END
","END
"
0x550d,"Levetta analogica destra
","Levetta analogica destra
"
0x5527,"Usa la levetta analogica destra in visuale
Globale per cambiare la visuale della
telecamera.
","Usa la levetta analogica destra in visuale
Globale per cambiare la visuale della
telecamera.
"
0x5585,"Sposta la levetta analogica destra in
qualsiasi direzione e premi il tasto 
per bloccare la visuale.
","Sposta la levetta analogica destra in
qualsiasi direzione e premi il tasto 
per bloccare la visuale.
"
0x55ee,"Ciò aiuta a vedere cosa succede avanti,
nella direzione di spostamento. Sposta la
levetta analogica destra o premi di nuovo
il tasto  per sbloccare la visuale.
","Ciò aiuta a vedere cosa succede avanti,
nella direzione di spostamento. Sposta la
levetta analogica destra o premi di nuovo
il tasto  per sbloccare la visuale.
"
0x5693,"END
","END
"
0x5698,"Disarmare
","Disarmare
"
0x56a3,"Sparando alla mano destra di un soldato
armato nemico farai cadere l'arma che
trasporta.
","Sparando alla mano destra di un soldato
armato nemico farai cadere l'arma che
trasporta.
"
0x56fd,"Si può anche sparare e distruggere le radio
tenute dai soldati nemici. Se la radio viene
distrutta, il soldato non avrà modo di
richiedere i rinforzi.
","Si può anche sparare e distruggere le radio
tenute dai soldati nemici. Se la radio viene
distrutta, il soldato non avrà modo di
richiedere i rinforzi.
"
0x5797,"END
","END
"
0x579c,"Minacciare
","Minacciare
"
0x57a8,"Punta l'arma alle spalle del nemico mentre
gli stai vicino per bloccarlo.
","Punta l'arma alle spalle del nemico mentre
gli stai vicino per bloccarlo.
"
0x57f3,"END
","END
"
0x57f8,"Seleziona i dati Mimetica da
salvare sulla memory card (PS2).
","Seleziona i dati Mimetica da
salvare sulla memory card (PS2).
"
0x5837,"Vuoi salvare questi dati Mimetica
sulla memory card (PS2)?
","Vuoi salvare questi dati Mimetica
sulla memory card (PS2)?
"
0x5873,"Seleziona l'ingresso MEMORY
CARD dove vuoi salvare i dati
Mimetica.
","Seleziona l'ingresso MEMORY
CARD dove vuoi salvare i dati
Mimetica.
"
0x58b8,"Vuoi cancellare i dati Mimetica?
","Vuoi cancellare i dati Mimetica?
"
0x58da,"Controllo memory card (PS2).
","Controllo memory card (PS2).
"
0x58f8,"Errore nella memory card (PS2).
Controlla la memory card (PS2)
e riprova.
","Errore nella memory card (PS2).
Controlla la memory card (PS2)
e riprova.
"
0x5943,"La memory card (PS2) già
contiene questi dati Mimetica.
Vuoi sovrascrivere i dati?
","La memory card (PS2) già
contiene questi dati Mimetica.
Vuoi sovrascrivere i dati?
"
0x5998,"Vuoi creare un nuovo file di
salvataggio per i dati Mimetica
sulla memory card (PS2)?
","Vuoi creare un nuovo file di
salvataggio per i dati Mimetica
sulla memory card (PS2)?
"
0x59ef,"La memory card (PS2) non è formattata.
Vuoi formattare la memory card (PS2)
e salvare i dati Mimetica?
","La memory card (PS2) non è formattata.
Vuoi formattare la memory card (PS2)
e salvare i dati Mimetica?
"
0x5a58,"Formattazione in corso per la memory card
(PS2). Non rimuovere memory card (PS2),
non azzerare la console e non spegnerla.
","Formattazione in corso per la memory card
(PS2). Non rimuovere memory card (PS2),
non azzerare la console e non spegnerla.
"
0x5ad4,"Si è verificato un errore durante
la formattazione. Vuoi riprovare
a formattare?
","Si è verificato un errore durante
la formattazione. Vuoi riprovare
a formattare?
"
0x5b27,"Salvataggio in corso sulla memory card
(PS2). Non rimuovere memory card (PS2),
non azzerare la console e non spegnerla.
","Salvataggio in corso sulla memory card
(PS2). Non rimuovere memory card (PS2),
non azzerare la console e non spegnerla.
"
0x5ba0,"Si è verificato un errore durante salvataggio
dei dati Mimetica sulla memory card (PS2).
Vuoi provare nuovamente a salvare?
","Si è verificato un errore durante salvataggio
dei dati Mimetica sulla memory card (PS2).
Vuoi provare nuovamente a salvare?
"
0x5c1e,"Inserisci una memory card (PS2)
per salvare i dati Mimetica.
","Inserisci una memory card (PS2)
per salvare i dati Mimetica.
"
0x5c5c,"Vuoi terminare il download dei
dati Mimetica?
","Vuoi terminare il download dei
dati Mimetica?
"
0x5c8b,"I dati Mimetica sono stati salvati.
Vuoi terminare il download dei
dati Mimetica?
","I dati Mimetica sono stati salvati.
Vuoi terminare il download dei
dati Mimetica?
"
0x5cde,"Spazio libero insufficiente su memory
card (PS2). Servono almeno %dKB di
spazio libero per salvare dati mimetica.
","Spazio libero insufficiente su memory
card (PS2). Servono almeno %dKB di
spazio libero per salvare dati mimetica.
"
0x5d51,"Per salvare i dati delle mimetiche servono
almeno %dKB di spazio libero sulla
memory card (PS2). Continuare?
","Per salvare i dati delle mimetiche servono
almeno %dKB di spazio libero sulla
memory card (PS2). Continuare?
"
0x5dbf,"Non è stata trovata una memory card
(PS2). Inserisci una memory card (PS2).
Vuoi provare nuovamente a salvare?
","Non è stata trovata una memory card
(PS2). Inserisci una memory card (PS2).
Vuoi provare nuovamente a salvare?
"
0x5e30,"※デバッグ用です
メモリーカードスロット1を強制的に
アンフォーマットします。いいかい？
","※デバッグ用です
メモリーカードスロット1を強制的に
アンフォーマットします。いいかい？
"
